image,red_mean,green_mean,blue_mean,edge_density,texture_contrast,texture_homogeneity,texture_energy,label
AnnualCrop_1.jpg,109.10888671875,97.437744140625,104.853515625,0.0087890625,23.01760912698413,0.46015942397078907,0.08663851558631125,AnnualCrop
AnnualCrop_10.jpg,100.2177734375,106.671142578125,95.132568359375,0.015869140625,57.40104166666667,0.4685555475070546,0.12065264859198345,AnnualCrop
AnnualCrop_100.jpg,178.553466796875,150.001708984375,143.5380859375,0.047607421875,77.99603174603175,0.3355596220760154,0.056235377410566195,AnnualCrop
AnnualCrop_1000.jpg,153.376708984375,142.557373046875,134.352783203125,0.039306640625,53.355406746031754,0.32272341469804045,0.038898979042067974,AnnualCrop
AnnualCrop_1001.jpg,117.23291015625,115.8056640625,120.11865234375,0.091796875,133.88913690476193,0.2814508507213103,0.03791683343783148,AnnualCrop
AnnualCrop_1002.jpg,69.321533203125,95.41552734375,99.65869140625,0.029296875,29.338789682539687,0.491838281180204,0.0807690641237055,AnnualCrop
AnnualCrop_1003.jpg,154.95458984375,127.035400390625,122.16650390625,0.0107421875,37.20386904761905,0.4097350853935916,0.056685599897722504,AnnualCrop
AnnualCrop_1004.jpg,154.11572265625,124.45263671875,116.243408203125,0.00634765625,23.70982142857143,0.3184610604307578,0.05014768105115646,AnnualCrop
AnnualCrop_1005.jpg,79.8056640625,96.379638671875,99.320068359375,0.04443359375,73.23635912698414,0.44779006343350225,0.08198509725345504,AnnualCrop
AnnualCrop_1006.jpg,140.435791015625,114.746337890625,115.79931640625,0.009521484375,8.918402777777777,0.5178961553477639,0.07705594138544201,AnnualCrop
AnnualCrop_1007.jpg,134.15966796875,118.68701171875,121.4970703125,0.019287109375,10.99479166666667,0.46446659114128913,0.08243907344135416,AnnualCrop
AnnualCrop_1008.jpg,137.542724609375,114.434326171875,115.555419921875,0.03857421875,50.113591269841265,0.3082256159538983,0.05987850052374103,AnnualCrop
AnnualCrop_1009.jpg,171.082275390625,140.238037109375,129.449951171875,0.042724609375,68.74900793650795,0.2856207087839643,0.033060153057107286,AnnualCrop
AnnualCrop_101.jpg,72.9970703125,98.669921875,100.576171875,0.05810546875,41.16865079365079,0.32324042354692933,0.05700940353937647,AnnualCrop
AnnualCrop_1010.jpg,143.109375,127.0234375,122.26025390625,0.03955078125,78.66443452380952,0.2895083483923814,0.041858878509033345,AnnualCrop
AnnualCrop_1011.jpg,105.380126953125,105.65185546875,107.608154296875,0.052001953125,28.35788690476191,0.38633380531893435,0.07298117287621347,AnnualCrop
AnnualCrop_1012.jpg,129.7548828125,120.1044921875,117.0205078125,0.037841796875,31.913194444444443,0.39441609016317347,0.05412033692979058,AnnualCrop
AnnualCrop_1013.jpg,133.244873046875,124.242431640625,118.3447265625,0.03955078125,22.451140873015873,0.4318779282863215,0.07730539784169235,AnnualCrop
AnnualCrop_1014.jpg,180.141357421875,151.350341796875,144.598388671875,0.0947265625,169.93229166666669,0.25786749938842646,0.03347157755116336,AnnualCrop
AnnualCrop_1015.jpg,185.775146484375,159.01611328125,151.24365234375,0.078369140625,66.53794642857143,0.2771052952627972,0.03138503437268034,AnnualCrop
AnnualCrop_1016.jpg,168.87109375,143.923828125,137.846435546875,0.080078125,83.22891865079364,0.32793973207752486,0.041064044343288184,AnnualCrop
AnnualCrop_1017.jpg,166.47509765625,129.9091796875,122.7880859375,0.010986328125,17.421874999999996,0.36557741164856555,0.05618339652022094,AnnualCrop
AnnualCrop_1018.jpg,132.98876953125,138.34130859375,126.21484375,0.053466796875,81.72569444444444,0.3038497961862186,0.04049689875941284,AnnualCrop
AnnualCrop_1019.jpg,139.78857421875,127.252197265625,132.716064453125,0.080322265625,43.42286706349206,0.32422223436071196,0.04231342689036898,AnnualCrop
AnnualCrop_102.jpg,147.865966796875,137.908203125,126.258056640625,0.135009765625,120.07936507936508,0.30522891224397847,0.0362616679002728,AnnualCrop
AnnualCrop_1020.jpg,68.99267578125,74.62060546875,77.181640625,0.048583984375,57.83482142857142,0.5056567763798306,0.11207806841530525,AnnualCrop
AnnualCrop_1021.jpg,138.90185546875,132.408203125,127.119140625,0.05224609375,48.579861111111114,0.3691280108707371,0.06804477179533443,AnnualCrop
AnnualCrop_1022.jpg,120.60302734375,122.507568359375,124.619384765625,0.11376953125,210.84995039682542,0.2605185170887178,0.04360602919771142,AnnualCrop
AnnualCrop_1023.jpg,82.8671875,91.1826171875,101.038818359375,0.0,4.464781746031747,0.502176126308944,0.10839655666117931,AnnualCrop
AnnualCrop_1024.jpg,70.111328125,88.3955078125,88.843017578125,0.043701171875,27.880456349206348,0.4763681104535315,0.10244406642513175,AnnualCrop
AnnualCrop_1025.jpg,155.248046875,133.877197265625,124.656494140625,0.093017578125,103.3311011904762,0.24276376465638158,0.027710155430857253,AnnualCrop
AnnualCrop_1026.jpg,101.828125,112.754150390625,111.68408203125,0.12451171875,154.79340277777774,0.3098404344741585,0.05397266473207575,AnnualCrop
AnnualCrop_1027.jpg,204.275390625,163.661865234375,153.019775390625,0.041259765625,31.49727182539683,0.40215590170644666,0.05834148396585828,AnnualCrop
AnnualCrop_1028.jpg,88.956787109375,98.6591796875,107.2041015625,0.0,38.394841269841265,0.2507836462336526,0.04496275377265451,AnnualCrop
AnnualCrop_1029.jpg,120.470458984375,121.039306640625,121.935791015625,0.118896484375,149.63169642857144,0.18538547220252818,0.022737794414060365,AnnualCrop
AnnualCrop_103.jpg,48.445068359375,75.79052734375,84.0966796875,0.010498046875,18.462549603174608,0.4376946829742271,0.10735879226828778,AnnualCrop
AnnualCrop_1030.jpg,115.484375,110.23388671875,109.081298828125,0.05224609375,64.69122023809524,0.3309327187871882,0.04398699777933765,AnnualCrop
AnnualCrop_1031.jpg,90.593994140625,99.191650390625,104.894775390625,0.012451171875,44.28869047619048,0.4181907805331411,0.0795645976128511,AnnualCrop
AnnualCrop_1032.jpg,93.806884765625,97.908935546875,93.502685546875,0.063232421875,32.71775793650793,0.46619283638561726,0.08422394106779967,AnnualCrop
AnnualCrop_1033.jpg,239.8505859375,181.835205078125,161.494873046875,0.047119140625,32.44965277777777,0.35086262913491306,0.048375494442308216,AnnualCrop
AnnualCrop_1034.jpg,136.31591796875,126.12548828125,128.09521484375,0.066650390625,26.091765873015873,0.4684740939033731,0.06513120659181505,AnnualCrop
AnnualCrop_1035.jpg,107.93017578125,103.540771484375,105.744384765625,0.0712890625,25.67088293650794,0.4027303026967073,0.044639067850646016,AnnualCrop
AnnualCrop_1036.jpg,117.702880859375,109.58642578125,114.4072265625,0.04345703125,16.637896825396822,0.3631495741446175,0.04685859396277597,AnnualCrop
AnnualCrop_1037.jpg,143.525390625,129.27587890625,123.246826171875,0.084228515625,123.39062500000001,0.34411709603716434,0.04648428857315319,AnnualCrop
AnnualCrop_1038.jpg,81.762451171875,102.578857421875,109.792724609375,0.0,24.5999503968254,0.43219012861811057,0.08617757543072133,AnnualCrop
AnnualCrop_1039.jpg,146.470703125,117.001220703125,111.50146484375,0.0595703125,61.20709325396827,0.33971205456182746,0.056094096028064484,AnnualCrop
AnnualCrop_104.jpg,112.557861328125,97.947998046875,100.525634765625,0.029052734375,29.481894841269842,0.3382235808211464,0.045440406708725345,AnnualCrop
AnnualCrop_1040.jpg,110.787841796875,105.87255859375,107.479736328125,0.040771484375,56.325892857142854,0.40558630486006436,0.0860473906014095,AnnualCrop
AnnualCrop_1041.jpg,143.963623046875,118.8427734375,117.490478515625,0.066650390625,66.34747023809523,0.28590914508153076,0.048023904676392365,AnnualCrop
AnnualCrop_1042.jpg,161.256103515625,132.97705078125,132.004150390625,0.019287109375,21.697420634920636,0.4966113852574784,0.0941990275434065,AnnualCrop
